Date,current_ma50,ma20_plus_ma50,ma50_plus_positive_5d
2024-08-27,12361.321476031602,10353.438432294937,10000
2024-08-28,12361.321476031602,10353.438432294937,10000
2024-08-29,12361.321476031602,10353.438432294937,10000
2024-08-30,12361.321476031602,10353.438432294937,10000
2024-09-03,12361.321476031602,10353.438432294937,10000
2024-09-04,12361.321476031602,10353.438432294937,10000
2024-09-05,12361.321476031602,10353.438432294937,10000
2024-09-06,12361.321476031602,10353.438432294937,10000
2024-09-09,12361.321476031602,10353.438432294937,10000
2024-09-10,12361.321476031602,10353.438432294937,10000
2024-09-11,12361.321476031602,10353.438432294937,10000
2024-09-12,12361.321476031602,10353.438432294937,10000
2024-09-13,12361.321476031602,10353.438432294937,10000
2024-09-16,12361.321476031602,10353.438432294937,10000
2024-09-17,12361.321476031602,10353.438432294937,10000
2024-09-18,12361.321476031602,10353.438432294937,10000
2024-09-19,12361.321476031602,10353.438432294937,10000
2024-09-20,12361.321476031602,10353.438432294937,10000
2024-09-23,12361.321476031602,10353.438432294937,10000
2024-09-24,12361.321476031602,10353.438432294937,10000
2024-09-25,12361.321476031602,10353.438432294937,10000
2024-09-26,12361.321476031602,10353.438432294937,10000
2024-09-27,12361.321476031602,10353.438432294937,10000
2024-09-30,12361.321476031602,10353.438432294937,10000
2024-10-01,12361.321476031602,10353.438432294937,10000
2024-10-02,12361.321476031602,10353.438432294937,10000
2024-10-03,12361.321476031602,10353.438432294937,10000
2024-10-04,12361.321476031602,10353.438432294937,10000
2024-10-07,12361.321476031602,10353.438432294937,10000
2024-10-08,12361.321476031602,10353.438432294937,10000
2024-10-09,12361.321476031602,10353.438432294937,10000
2024-10-10,12361.321476031602,10353.438432294937,10000
2024-10-11,12361.321476031602,10353.438432294937,10000
2024-10-14,12361.321476031602,10353.438432294937,10000
2024-10-15,12361.321476031602,10353.438432294937,10000
2024-10-16,12361.321476031602,10353.438432294937,10000
2024-10-17,12361.321476031602,10353.438432294937,10000
2024-10-18,12361.321476031602,10353.438432294937,10000
2024-10-21,12361.321476031602,10353.438432294937,10000
2024-10-22,12361.321476031602,10353.438432294937,10000
2024-10-23,12361.321476031602,10353.438432294937,10000
2024-10-24,12361.321476031602,10353.438432294937,10000
2024-10-25,12361.321476031602,10353.438432294937,10000
2024-10-28,12361.321476031602,10353.438432294937,10000
2024-10-29,12361.321476031602,10353.438432294937,10000
2024-10-30,12361.321476031602,10353.438432294937,10000
2024-10-31,12361.321476031602,10353.438432294937,10000
2024-11-01,12405.30513901828,10353.438432294937,10000
2024-11-04,12212.1637995087,10353.438432294937,10000
2024-11-05,12626.612262149722,10353.438432294937,10000
2024-11-06,13729.127957263046,10353.438432294937,10000
2024-11-07,14555.526168418532,10353.438432294937,10000
