Date,baseline,qqq_filter,z_band,combined
2023-09-01,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-05,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-06,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-07,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-08,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-11,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-12,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-13,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-14,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-15,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-18,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-19,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-20,12935.8462318953,10848.211205683228,18106.902865519012,10316.964601346002
2023-09-21,12675.524894162387,10848.211205683228,17742.519036919555,10316.964601346002
2023-09-22,12981.136794564058,10848.211205683228,18170.298162917174,10316.964601346002
2023-09-25,13257.637018521385,10848.211205683228,18557.328327603667,10316.964601346002
2023-09-26,12544.550583773973,10848.211205683228,17559.188230912143,10316.964601346002
2023-09-27,12851.84937326879,10848.211205683228,17989.328573671843,10316.964601346002
2023-09-28,12851.849373268791,10848.211205683228,17989.328573671843,10316.964601346002
2023-09-29,12851.849373268791,10848.211205683228,17989.328573671843,10316.964601346002
