Date,Close,High,Low,Open,Volume
2022-05-16,290.6832580566406,294.403979694894,289.40730860193224,292.3488051794956,59190400
2022-05-17,298.2123107910156,298.5921587961595,292.7383559367014,296.5370143344921,62715300
2022-05-18,283.572998046875,294.3942239034574,282.3165180984512,293.70268582770615,79477100
2022-05-19,282.0534362792969,286.73844563903594,280.10541881014825,281.77099514782947,79920700
2022-05-20,281.1769104003906,286.1638317140984,272.9270529986011,285.5112623311195,91764200
2022-05-23,285.8520812988281,286.23192923158854,279.8229651243598,282.2190181810846,63648400
2022-05-24,279.7743225097656,281.35221225976335,274.9140273398157,280.6412047467661,73491100
2022-05-25,283.6898498535156,285.76449362585697,278.07954891697494,278.28408246900483,67144500
2022-05-26,291.550048828125,293.0987490190363,282.60865493867686,282.8911258210658,59462200
2022-05-27,301.0661315917969,301.21222696962036,294.5597598213431,294.6766361236019,66985600
2022-05-31,300.2674560546875,303.2381712461334,296.4201090925534,301.0369313919927,60968300
2022-06-01,298.0467834472656,304.52393799233465,295.83579349960047,302.4006052964026,65341700
2022-06-02,306.2088928222656,306.3842072732837,295.5142654443154,296.92659010109287,59291300
2022-06-03,298.2414855957031,302.40049218011103,296.9947556078543,300.99791722823267,60914700
2022-06-06,299.2349853515625,304.23165526192764,297.6765653234213,302.67323523378644,51785000
2022-06-07,301.8161315917969,302.59535654257195,294.8227548582987,295.9136400649913,44900300
2022-06-08,299.64404296875,303.6179852830129,298.7966304532307,301.01736904269234,38342100
2022-06-09,291.6182556152344,301.01743545544304,291.4526907496542,297.9590629986376,55900500
2022-06-10,281.3326721191406,287.20594344916174,280.8846364355447,286.0176516344523,85963500
2022-06-13,268.25177001953125,275.001643941255,267.39463751053967,272.47896468943065,94442000
2022-06-14,268.73876953125,271.41729371088064,266.2355598004326,270.44328491828765,64697500
2022-06-15,275.44970703125,279.37496173778936,269.4205895185,272.1575818938242,86051400
2022-06-16,264.3362731933594,268.88487782771375,262.28109908553523,268.4270924842186,81910300
2022-06-17,267.550537109375,269.9855596323229,263.47918658486117,265.10576498452855,82703400
2022-06-21,274.3006591796875,276.6135225102179,271.9195365844866,272.026869215321,51633700
2022-06-22,273.9006042480469,278.30180844546015,271.2071624610074,271.8024357299077,67472900
2022-06-23,277.9797058105469,278.82871750635326,273.5491977794671,276.37924669266306,57457800
2022-06-24,287.5043640136719,287.92401558987484,280.56586254296246,280.80006451551657,58422300
2022-06-27,285.3964538574219,289.42681798517424,284.26442815111665,288.8608200227862,54151500
2022-06-28,276.7013854980469,288.5192934621976,276.51596567297554,285.9332140355885,61609800
2022-06-29,276.9551086425781,278.45797422473055,274.0665082539823,276.5647620681519,57302700
2022-06-30,273.5199890136719,277.09171787698773,269.1285234937554,273.9786543814577,79313600
2022-07-01,275.3254089355469,275.7157555176732,270.34840811421464,272.2221134025702,56675100
2022-07-05,280.0388488769531,280.15594985091695,270.0751105884705,271.5974828130593,61829300
2022-07-06,281.8344421386719,283.93261027210065,278.70187223129227,280.4194324508901,63194700
2022-07-07,287.86541748046875,288.56805306343966,282.64444764131935,282.64444764131935,56620100
2022-07-08,288.22650146484375,289.5927291083753,284.0985135096991,285.0353510679023,59895500
2022-07-11,282.0687255859375,286.040539649993,281.19043841491765,285.8161060220792,55273900
2022-07-12,279.3362121582031,285.2305426707223,277.74552111118555,283.3178239465647,55797100
2022-07-13,278.76043701171875,281.10254575215123,273.2662215205759,273.8322492499436,73939400
2022-07-14,279.75592041015625,280.6244393274366,273.05159050234846,276.16465439918056,63741800
2022-07-15,284.8304138183594,284.9377762264799,281.13181608551673,282.74204373662945,63818100
2022-07-18,282.4200439453125,289.0170111026838,281.2490042472601,287.61173963979365,59519600
2022-07-19,291.1053161621094,291.3980983569474,284.4400614458328,286.04049094114333,55172600
2022-07-20,295.7212829589844,296.90209088858387,290.74428281343535,291.52500565321566,67769400
2022-07-21,299.96636962890625,300.0249201186976,293.5255477180764,296.17994578756554,55049400
2022-07-22,294.70635986328125,301.10813827886636,292.88146674837793,299.0392748591571,57127700
2022-07-25,293.02777099609375,295.2039963017495,291.027226900708,294.7355627102361,40582400
2022-07-26,287.27008056640625,291.58348762062855,286.46011245335563,291.32974903463776,50074100
2022-07-27,299.41009521484375,301.09838033677926,291.26148160253575,291.82750935090854,69304400
2022-07-28,302.3377380371094,302.9135043443742,295.44801947013815,299.19539952894036,55139900
2022-07-29,307.85150146484375,308.7590936927906,302.4548791564084,303.879687273535,57501000
2022-08-01,307.6660461425781,311.1206738276758,304.9921412634084,306.08512341017763,46358800
2022-08-02,306.748779296875,310.8669998879111,304.3188442048246,305.3728127667873,48676500
2022-08-03,315.102294921875,315.922031555984,308.3686908175321,308.42724130700196,53735700
2022-08-04,316.5758056640625,316.8880947466427,313.0333526987041,315.1803029145353,38973700
2022-08-05,313.98974609375,316.0195656918979,310.7107998702354,311.4914928430166,53894000
2022-08-08,312.9748229980469,318.5959077315919,311.51100133048016,314.907078320585,43878500
2022-08-09,309.43243408203125,311.33541455782307,307.8124973077939,311.081675885975,39764200
2022-08-10,318.0689697265625,318.3617519714591,314.29231404150215,316.7612924209817,51459600
2022-08-11,316.2635803222656,322.3921133408172,315.56094463561175,320.39156870404844,45897700
2022-08-12,322.4214172363281,322.6165756154438,317.25899713697703,318.31293577249124,40928400
2022-08-15,325.0270080566406,325.5247170262433,321.45527909341536,321.474815778675,38266600
2022-08-16,324.26580810546875,326.35420819540025,321.22106348744586,324.0511130474527,41186900
2022-08-17,320.5671691894531,323.436261971791,318.48853770617495,321.1331968983646,47842200
2022-08-18,321.338134765625,322.5189425848019,318.90820030114213,320.5183981966612,41937200
2022-08-19,315.0729675292969,318.9569851504218,314.31178143869266,318.3031614705781,51770600
2022-08-22,306.77801513671875,311.05237977233116,305.96804680393296,310.81817780266437,51098900
2022-08-23,306.5243225097656,309.354372325522,305.77287484803617,306.5438294144277,39497100
2022-08-24,307.41229248046875,309.22741689930655,305.44099374167973,306.0460352146257,38057100
2022-08-25,312.8479919433594,312.86752862816047,308.1442670437042,309.18843732695433,38098300
2022-08-26,300.0249328613281,313.75558914966086,299.93710712291096,312.55524449489485,69047700
2022-08-29,297.0679931640625,299.8102168935229,295.9652426671527,297.2729198727488,48321900
2022-08-30,293.759765625,299.3320690520821,291.24200508269274,298.71725909436464,51184500
2022-08-31,292.05194091796875,297.555924896819,291.9446082866473,296.6581011353187,50044000
2022-09-01,292.1788024902344,292.5496420822986,285.8843871110546,289.5634482261889,57990700
2022-09-02,288.0508117675781,296.42385775688933,286.44058427059224,295.04786195450646,64666800
2022-09-06,285.9819641113281,289.446360123515,283.8545503145779,288.52902944390166,57005400
2022-09-07,291.7591247558594,292.75451258967024,286.196591505597,286.46009841860774,49260400
2022-09-08,293.2718200683594,294.5892657011136,288.32412480633064,289.6903525885628,55649800
2022-09-09,299.6833190917969,300.1810279756889,293.27177320994116,295.52605613582205,56125200
